[2020-08-12 17:28:47,073] [p14737] [train.py:23] [INFO] workers: 16
[2020-08-12 17:28:47,082] [p14737] [train.py:23] [INFO] backbone: v3
[2020-08-12 17:28:47,082] [p14737] [train.py:23] [INFO] devices_id: 0
[2020-08-12 17:28:47,082] [p14737] [train.py:23] [INFO] test_initial: False
[2020-08-12 17:28:47,082] [p14737] [train.py:23] [INFO] base_lr: 0.0001
[2020-08-12 17:28:47,082] [p14737] [train.py:23] [INFO] weight_decay: 1e-06
[2020-08-12 17:28:47,082] [p14737] [train.py:23] [INFO] lr_patience: 40
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] start_epoch: 1
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] end_epoch: 200
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] snapshot: ./checkpoint/v3
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] log_file: ./checkpoint/v3/train_v3.log
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] tensorboard: ./checkpoint/tensorboard
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] resume: 
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] epoch_interval: 1
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] dataroot: ./data/train_data/list.txt
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] val_dataroot: ./data/test_data/list.txt
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] train_batchsize: 128
[2020-08-12 17:28:47,083] [p14737] [train.py:23] [INFO] val_batchsize: 8
[2020-08-12 17:28:50,912] [p14737] [train.py:47] [INFO] total iteration is 928
[2020-08-12 17:28:51,987] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 0, train loss: 207.4321
[2020-08-12 17:28:54,837] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 10, train loss: 162.1918
[2020-08-12 17:28:57,693] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 20, train loss: 102.7969
[2020-08-12 17:29:00,541] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 30, train loss: 55.6560
[2020-08-12 17:29:03,373] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 40, train loss: 32.9482
[2020-08-12 17:29:06,204] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 50, train loss: 20.8630
[2020-08-12 17:29:09,042] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 60, train loss: 17.8183
[2020-08-12 17:29:11,876] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 70, train loss: 16.2614
[2020-08-12 17:29:14,710] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 80, train loss: 16.1746
[2020-08-12 17:29:17,567] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 90, train loss: 14.7966
[2020-08-12 17:29:20,437] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 100, train loss: 14.8168
[2020-08-12 17:29:23,284] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 110, train loss: 12.7114
[2020-08-12 17:29:26,135] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 120, train loss: 13.7108
[2020-08-12 17:29:28,982] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 130, train loss: 11.4193
[2020-08-12 17:29:31,855] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 140, train loss: 10.8727
[2020-08-12 17:29:34,717] [p14737] [train.py:67] [INFO] epoch: 1, iteration: 150, train loss: 11.5558
